source,company_name,company_slug,batch,website,job_title,location,job_url,apply_url,careers_url,salary_range,job_type,job_source,stage,error
yc_work_at_startup,Wardstone,wardstone,Fall 2025,https://www.wardstone.space,Electrical Engineer - Avionics,"Los Angeles, CA, US",https://www.ycombinator.com/companies/wardstone/jobs/uEvOZUX-electrical-engineer-avionics,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D87102&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=30881,,$100K - $160K,Full-time,,,
yc_work_at_startup,Hyperspell,hyperspell,Fall 2025,https://hyperspell.com,Founding Forward Deployed Engineer,"San Francisco, CA",https://www.ycombinator.com/companies/hyperspell/jobs/iLXJT3r-founding-forward-deployed-engineer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D92647&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=30854,,$150 - $220,Full-time,,,
yc_work_at_startup,Hyperspell,hyperspell,Fall 2025,https://hyperspell.com,Founding Platform Engineer,"San Francisco, CA",https://www.ycombinator.com/companies/hyperspell/jobs/rMoV1RO-founding-platform-engineer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D92644&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=30854,,$150 - $220,Full-time,,,
yc_work_at_startup,Hyperspell,hyperspell,Fall 2025,https://hyperspell.com,Founding AI Engineer,"San Francisco, CA",https://www.ycombinator.com/companies/hyperspell/jobs/MvG48cH-founding-ai-engineer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D92642&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=30854,,$150 - $220,Full-time,,,
yc_work_at_startup,"DeepSim, Inc.",deepsim-inc,Summer 2024,https://www.deepsim.io,Fluid Simulation Engineer,"Palo Alto, CA, US",https://www.ycombinator.com/companies/deepsim-inc/jobs/GMbwZPS-fluid-simulation-engineer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D87262&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=29672,,$140K - $180K,Full-time,,,
yc_work_at_startup,"DeepSim, Inc.",deepsim-inc,Summer 2024,https://www.deepsim.io,AI Physics Engineer,"Palo Alto, CA, US",https://www.ycombinator.com/companies/deepsim-inc/jobs/V8jv9ks-ai-physics-engineer,https://account.ycombinator.com/authenticate?continue=https%3A%2F%2Fwww.workatastartup.com%2Fapplication%3Fsignup_job_id%3D87097&defaults%5BsignUpActive%5D=true&defaults%5Bwaas_company%5D=29672,,$140K - $180K,Full-time,,,
company_careers,HockeyStack,hockeystack,Summer 2023,https://hockeystack.com,Team Lead Backend Engineer (Core Applications),San Francisco,https://jobs.ashbyhq.com/hockeystack/d54b70ef-69a5-4a2b-ab9d-48cc22f2d5e8,https://jobs.ashbyhq.com/hockeystack/d54b70ef-69a5-4a2b-ab9d-48cc22f2d5e8/application,https://www.hockeystack.com/careers,,,ashby,,
company_careers,HockeyStack,hockeystack,Summer 2023,https://hockeystack.com,Senior GTM & Business Recruiter,San Francisco,https://jobs.ashbyhq.com/hockeystack/30c02cf7-51ce-436d-8cc4-5bdeacfb4b13,https://jobs.ashbyhq.com/hockeystack/30c02cf7-51ce-436d-8cc4-5bdeacfb4b13/application,https://www.hockeystack.com/careers,,,ashby,,
company_careers,HockeyStack,hockeystack,Summer 2023,https://hockeystack.com,Executive Assistant to the CEO,San Francisco,https://jobs.ashbyhq.com/hockeystack/7eefeebc-94d3-43d7-a77b-17dfefbc1200,https://jobs.ashbyhq.com/hockeystack/7eefeebc-94d3-43d7-a77b-17dfefbc1200/application,https://www.hockeystack.com/careers,,,ashby,,
company_careers,HockeyStack,hockeystack,Summer 2023,https://hockeystack.com,Account Executive,New York,https://jobs.ashbyhq.com/hockeystack/fbd4bf2f-90cc-41c2-98d6-2c8ab1b52594,https://jobs.ashbyhq.com/hockeystack/fbd4bf2f-90cc-41c2-98d6-2c8ab1b52594/application,https://www.hockeystack.com/careers,,,ashby,,
company_careers,HockeyStack,hockeystack,Summer 2023,https://hockeystack.com,Account Executive,San Francisco,https://jobs.ashbyhq.com/hockeystack/3b178706-104f-4c2a-922d-db9393e58197,https://jobs.ashbyhq.com/hockeystack/3b178706-104f-4c2a-922d-db9393e58197/application,https://www.hockeystack.com/careers,,,ashby,,
company_careers,HockeyStack,hockeystack,Summer 2023,https://hockeystack.com,Account Manager,San Francisco,https://jobs.ashbyhq.com/hockeystack/3ceebe29-c2ec-4d15-b8f2-013b4e4be6b9,https://jobs.ashbyhq.com/hockeystack/3ceebe29-c2ec-4d15-b8f2-013b4e4be6b9/application,https://www.hockeystack.com/careers,,,ashby,,
company_careers,HockeyStack,hockeystack,Summer 2023,https://hockeystack.com,Forward Deployed Consultant,San Francisco,https://jobs.ashbyhq.com/hockeystack/94d59d73-6787-4a60-8d16-ce5d99c70c31,https://jobs.ashbyhq.com/hockeystack/94d59d73-6787-4a60-8d16-ce5d99c70c31/application,https://www.hockeystack.com/careers,,,ashby,,
